conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.8e+18,Wed May 29 09:46:55 +0000 2024,2320,Pusing kena potongan Tapera? Sekolah anak mahal? UKT Mahal? Biaya hidup mahal? Gaji kecil? Mau coba ke luar negeri aja?,1.8e+18,,,in,"Michuhol-gu, Republic of Korea",272,132,645,https://x.com/ardisatriawan/status/1795753679062196493,170542374.0,ardisatriawan
1.8e+18,Sun Jun 02 09:26:35 +0000 2024,151,Ini Sanksi bagi Pekerja yang Menolak Gajinya Dipotong untuk Tapera https://t.co/4RjHgq4aCy #TempoBisnis,1.8e+18,,,in,Indonesia,91,81,55,https://x.com/tempodotco/status/1797198116594311176,18129942.0,tempodotco
1.8e+18,Fri May 31 22:45:10 +0000 2024,179,Anggota Komisi IX DPR soal Penolakan Tapera: Masyarakat Tidak Tahu Program dan Manfaatnya https://t.co/aGjQm4qnaq,1.8e+18,,,in,Indonesia,41,268,31,https://x.com/KompasTV/status/1796674309504790946,71436318.0,KompasTV
1.8e+18,Sun Jun 02 05:31:48 +0000 2024,58,Tutup botol dari mana itu ya? Padahal pada pasal 7 poin 1 di UU yg sama menyebutkan setiap pekerja dan pekerja mandiri yg penghasilannya sama atau lebih dari UMR wajib ikut TAPERA https://t.co/b7b7SJUDHc,1.8e+18,https://pbs.twimg.com/media/GPC4bIwaUAAJCoo.jpg,,in,Indonesia,1,4,26,https://x.com/PartaiSocmed/status/1797139029777117411,869327120.0,PartaiSocmed
1.8e+18,Wed May 29 03:04:48 +0000 2024,7,Iuran dana Tabungan Perumahan Rakyat (Tapera) yang akan diwajibkan bagi semua pekerja menuai sorotan publik. Menteri Basuki Hadimuljono pun buka suara. #Tapera #detikcom https://t.co/Py8qMoY1TL,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1795652199089078272/pu/img/JDjad7twQh6YlI8p.jpg,,in,,3,11,6,https://x.com/detikcom/status/1795652484473741738,69183155.0,detikcom
1.8e+18,Tue May 28 05:28:13 +0000 2024,104,Potongan gaji nambah lagi perkenalkan Iuran Tabungan Perumahan! Iurannya bisa buat apa? Dapat kredit dengan bunga flat dan pembiayaan berdasarkan zona. Angsuran kreditnya tetap bayar? Kan sudah bayar iuran? Ya tetap lah~ Drop kepanjangan Tapera versi kalian wahai netizen +62 https://t.co/kFzhNg7xIb,1.8e+18,https://pbs.twimg.com/media/GOpHox2XUAA1Ew-.jpg,,in,,8,16,61,https://x.com/perupadata/status/1795326187209961692,1.26e+18,perupadata
1.8e+18,Wed May 29 06:50:39 +0000 2024,5,Majelis Pekerja Buruh Indonesia (MPBI) DIY mengkritik adanya Peraturan Pemerintah Nomor 21 Tahun 2024 tentang perubahan atas PP Nomor 25 Tahun 2020 tentang Tabungan Perumahan Rakyat (Tapera) yang ditetapkan pada 20/5/2024. #focus #tapera #bisnis #videonews https://t.co/a4s1WWmZ1X https://t.co/M0DWqCtvoC,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1795709167732142080/pu/img/1oVVvW0FEGZuqpMv.jpg,,in,,0,0,4,https://x.com/kumparan/status/1795709319272435918,7.6e+17,kumparan
1.8e+18,Tue May 28 05:04:19 +0000 2024,287,Gaji Karyawan termasuk ASN bakal dipotong 3 Persen untuk Dana Tapera? Kamu setuju g sobat? Catatan. Poster hanya pemanis https://t.co/rJ7ezAdOfy,1.8e+18,https://pbs.twimg.com/media/GOpB9l6bgAA6Bal.jpg,,in,Strategis. Mobil Masuk,4,106,87,https://x.com/emerson_yuntho/status/1795320172980634105,155928815.0,emerson_yuntho
1.8e+18,Fri May 31 14:42:07 +0000 2024,702,Karyawan &amp; Pengusaha Terancam Kena Sanksi jika Tak Bayar Tapera https://t.co/f6smg7DUwT,1.8e+18,,,in,Indonesia,330,341,202,https://x.com/TirtoID/status/1796552744897221057,4187275698.0,TirtoID
1.8e+18,Wed May 29 08:51:10 +0000 2024,1925,tapera buat nyicil rumah tapera buat nyicil rumah orang rumah gw cowo kpop,1.8e+18,,,in,RPS SVT,128,12,935,https://x.com/johnmaiier/status/1795739650230989195,1.31e+18,johnmaiier
1.8e+18,Wed May 29 05:33:15 +0000 2024,613,𝗥𝗘𝗣𝗨𝗕𝗟𝗜𝗞 𝗣𝗜𝗡𝗢𝗞𝗜𝗢𝗦𝗢𝗡𝗧𝗢𝗟𝗢𝗬𝗢 | 1. Tapera dibentuk berdasarkan UU Nomor 4/ 2016 ttg Tabungan Perumahan Rakyat. 2. Sebelumnya iuran Tapera hanya dibebankan ke PNS dan ASN TNI/Polri serta Pegawai BUMN &amp; BUMD. Entahlah setan tamak varian yang mana yang https://t.co/yYALQtFDJ1,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1795689789100101632/pu/img/rwDvG0K_CWX5fpjY.jpg,,in,Wherever you're not lookin',11,68,193,https://x.com/__AnakKolong/status/1795689842720018573,1.16e+18,__AnakKolong
1.8e+18,Thu May 30 03:11:30 +0000 2024,4,Setoran Tapera sebesar 3% diwajibkan bagi pekerja ASN maupun swasta. Ada apa di balik kebijakan pemerintah lewat Tapera? Apa yang akan terjadi kalau pemerintah memaksa memberlakukan kewajiban ini? #MetroTVKontroversi TAPERA GAJI KIAN TIPIS BIKIN MIRIS Kamis (30/5) pkl 21.05 WIB https://t.co/WT1QxUh6gQ,1.8e+18,https://pbs.twimg.com/media/GOy7inTawAAwQql.jpg,,in,,1,1,4,https://x.com/Metro_TV/status/1796016557765931287,57261519.0,Metro_TV
1.8e+18,Sun Jun 02 05:52:44 +0000 2024,506,Sandi Keberatan Iuran Tapera untuk Pekerja: Jangan Pukul Rata https://t.co/yAdJH0HO7q,1.8e+18,,,in,,14,60,87,https://x.com/CNNIndonesia/status/1797144297743200673,17128975.0,CNNIndonesia
1.8e+18,Wed May 29 12:20:48 +0000 2024,5,Setiap pekerja dan pekerja mandiri (freelancer) yang memenuhi persyaratan wajib menjadi peserta program tabungan perumahan rakyat (Tapera). Hal itu diatur dalam Peraturan Pemerintah (PP) Nomor 21 Tahun 2024 tentang Perubahan Atas PP Nomor 25 Tahun 2020 tentang Penyelenggaraan https://t.co/lWlJXwrbik,1.8e+18,https://pbs.twimg.com/media/GOvvb6GbIAA5Ehe.jpg,,in,Indonesia,3,5,5,https://x.com/tempodotco/status/1795792407914860884,18129942.0,tempodotco
1.8e+18,Mon May 27 10:56:27 +0000 2024,9,Presiden Jokowi merilis ketentuan yang mengatur pemotongan upah gaji maupun penghasilan bagi seluruh pekerja untuk simpanan tabungan perumahan rakyat atau Tapera. Selengkapnya: https://t.co/PdS6ccJ4ZP #Jokowi #Tapera #Gaji https://t.co/wHqtAI46OF,1.8e+18,https://pbs.twimg.com/media/GOlJCoWbYAA6g0g.jpg,,in,Jakarta,12,18,12,https://x.com/KATADATAcoid/status/1795046404210987386,552523769.0,KATADATAcoid
1.8e+18,Sat Jun 01 05:50:38 +0000 2024,112,Kenapa Moeldoko buru2 ngasih statement TAPERA tak akan ditunda Di saat para pengusaha dan para buruh menolak mentah-mentah? https://t.co/ZZegSZiG9c,1.8e+18,https://pbs.twimg.com/media/GO9zJIlasAAXJsA.jpg,,in,,4,27,42,https://x.com/DS_yantie/status/1796781380086710711,1.37e+18,DS_yantie
1.8e+18,Wed May 29 17:24:08 +0000 2024,82,𝘽𝙖𝙣𝙩𝙚𝙣𝙜 𝙮𝙜 𝙞𝙣𝙞𝙨𝙞𝙖𝙨𝙞 𝙋𝙖𝙠 @jokowi. 𝙮𝙜 𝙠𝙚𝙣𝙖 𝙈𝙖𝙠𝙞 RUU Tapera ini adalah RUU inisiatif DPR yang pertama kali dalam periode 2014-2019 yang masuk dalam prolegnas yang disepakati bersama oleh DPR dan Pemerintah untuk diprioritaskan dalam tahun 2015 https://t.co/FqTnaoFBbo,1.8e+18,https://pbs.twimg.com/media/GOw1GZEaMAIXNJb.jpg,,in,"DKI Jakarta, Indonesia",5,72,35,https://x.com/zy_zy_its_me/status/1795868743354167446,1.53e+18,zy_zy_its_me
1.8e+18,Tue May 28 15:12:18 +0000 2024,189,Kata Mukidi hasilnya bisa dirasakan nanti. Iya nanti buat bancakan para pejabat nya dengan dalil gagal investasi. _ Tambahan Penderitaan Rakyat (Tapera). Udah menderita ditambah lagi penderitaan yang tiada ujungnya. https://t.co/Vaf1IzEMFP,1.8e+18,https://pbs.twimg.com/media/GOrNVT1bEAAqSMS.jpg,,in,Indonesia,10,39,138,https://x.com/Jumianto_RK/status/1795473177545425272,9.03e+17,Jumianto_RK
1.8e+18,Wed May 29 02:21:17 +0000 2024,19,Protes masyarakat akibat Simpanan Wajib Tapera sudah diprediksi tulisan ini sejak 2020 Solusinya bukan dgn hapus mandatory saving tapi perluas beneficiary sehingga tdk hanya Masyarakat Berpenghasilan Rendah yg menikmati Kenapa? Yuk baca thread sampai habis https://t.co/zDcDD37D3x,1.8e+18,https://pbs.twimg.com/media/GOtmdVsacAE_l--.jpg,,in,Little castle,0,1,17,https://x.com/Outstandjing/status/1795641533531836673,59363362.0,Outstandjing
1.8e+18,Mon May 27 11:50:26 +0000 2024,332,Tapera ini apa lagi ya? Besarnya 3%. Sifatnya wajib termasuk pekerja lepas / freelance. Fungsinya untuk rumah murah bagi yang belum memiliki rumah. Tapi yang sudah memiliki rumah juga wajib membayar 3% itu tapi benefit nya belum jelas (masih digodog) Semacam pajak baru https://t.co/m92D3RH9qs,1.8e+18,https://pbs.twimg.com/media/GOlVikFaoAATkDV.jpg,,in,Indonesia,21,192,71,https://x.com/anggaandinata/status/1795059990040080635,134843989.0,anggaandinata
1.8e+18,Tue May 28 13:57:26 +0000 2024,24278,Tapera: ditolak pekerja ditolak juga oleh pengusaha. Terus u sebenernya bikin aturan buat siapa sih coba aku tanya baik-baik nih???,1.8e+18,,,in,"Yogyakarta, Indonesia",369,351,6317,https://x.com/nabiylarisfa/status/1795454335909859629,37574084.0,nabiylarisfa
1.8e+18,Wed May 29 09:48:11 +0000 2024,2348,Ada buzzer yg sengaja disuruh mainin narasi puppet war buat netralisir komentar negatif Tapera yg satu itu sibuk nyalahin PKS/PDIP yg satunya lagi nyalahin 'anak abah' Padahal ini kebijakan/dekrit presiden yg sekarang: PP 21/2024. Ini peraturan yg mesti dibatalkan.,1.8e+18,,,in,,27,35,891,https://x.com/tsetiady/status/1795754000765288640,67281504.0,tsetiady
1.8e+18,Tue May 28 13:31:07 +0000 2024,3943,. . Coba kita bedah tipis-tipis aja Gaeess T A P E R A ini Program apa sih sbenernya ??! Jumlah Tenaga Kerja kita per 2024 ada kurleb 150.000.000 UMR terendah di Banjarnegara Rp. 2.038.005 UMR tertinggi di Karawang Rp. 5.257.835 Ambir Rata-rata aja deh Rp. 3.647.920 TAPERA 3% https://t.co/uLmKzSWM55,1.8e+18,https://pbs.twimg.com/media/GOq2LXIWAAA9gY7.jpg,,in,Bermuda Triangle,158,965,1947,https://x.com/StefanAntonio__/status/1795447715112927582,1.53e+18,StefanAntonio__
1.8e+18,Tue May 28 14:36:52 +0000 2024,128,Tak hanya pekerja serikat buruh yg menolak potongan 3% Tapera Apindo pun menolak iuran Tapera karena dinilai memberatkan pekerja dan menambah beban pengusaha. Kalo masalah UMK buruh dan pengusaha biasanya bersebrangan. Untuk Tapera keduanya kompak menolak Source : https://t.co/LJMO8RO0uw,1.8e+18,https://pbs.twimg.com/media/GOrFOp-a8AE0q6J.jpg,,in,"Planeta Rica, Colombia",4,16,75,https://x.com/5teV3n_Pe9eL/status/1795464260207939917,224431376.0,5teV3n_Pe9eL
1.8e+18,Tue May 28 02:02:00 +0000 2024,305,TAPERA Kalau susah ngomong F Chevrolet Tavera ini pasti dibaca Tapera. Pernah liat Panther ngantri Pertalite? Mungkin ini tersangkanya bodi Panther mesin Blazer. Nggak pake geter bau sama drama masuk angin Sayangnya nggak laku penjualannya nggak sampe 3%nya Panther https://t.co/XfgeVjfdB0,1.8e+18,https://pbs.twimg.com/media/GOoYdKGbUAAGXbn.jpg,,in,jalansantai@gmail.com,5,25,45,https://x.com/ridwanhr/status/1795274293456363999,43922847.0,ridwanhr
1.8e+18,Wed May 29 13:31:04 +0000 2024,139,Bappenas: Tapera Bersifat Sukarela Mirip Tabungan Haji https://t.co/c13dhzadew,1.8e+18,,,in,,56,319,43,https://x.com/VIVAcoid/status/1795810091394122159,41730943.0,VIVAcoid
1.8e+18,Wed May 29 20:31:38 +0000 2024,394,Cicilan Rumah 138 Tahun? Tapera ala Pemerintah Jokowi Bikin Ngakak! https://t.co/F235r3z3aH,1.8e+18,,,in,"-6.252543,106.806343",6,38,172,https://x.com/alisyarief/status/1795915929337081999,30201110.0,alisyarief
1.8e+18,Mon May 27 13:03:12 +0000 2024,448,Respons Jokowi soal Gaji Pegawai Dipotong Simpanan Tapera: Biasa https://t.co/rW6cdhmzQu,1.8e+18,,,in,Indonesia,266,502,104,https://x.com/TirtoID/status/1795078302207816049,4187275698.0,TirtoID
1.8e+18,Wed May 29 07:36:24 +0000 2024,202,Hal utama dlm investasi adalah trust. Masalahnya saat ini rakyat tidak punya trust kepada pemerintah utk mengelola uang mereka. Berdasarkan pengalaman2 sebelumnya program serupa selalu jadi ajang korupsi dan bancaan. Jadi jangan bilang Tapera bagus asal tidak di korupsi.,1.8e+18,,,in,Indonesia,5,15,71,https://x.com/PartaiSocmed/status/1795720833622855891,869327120.0,PartaiSocmed
1.8e+18,Sat Jun 01 14:40:00 +0000 2024,552,Moeldoko Sebut Tapera Tidak Akan Ditunda Mahfud MD: Hitungan Matematisnya Tidak Masuk Akal! https://t.co/NjMpBWeaeS,1.8e+18,,,in,Indonesia,13,54,211,https://x.com/democrazymedia/status/1796914599477870614,1.24e+18,democrazymedia
1.8e+18,Fri May 31 10:19:10 +0000 2024,284,Istana Tegaskan Tapera Bukan untuk Biayai Program Makan Siang Gratis dan Proyek IKN https://t.co/H23yLq2Ics #News,1.8e+18,,,in,Jakarta,364,579,57,https://x.com/liputan6dotcom/status/1796486571237187654,47596019.0,liputan6dotcom
1.8e+18,Tue May 28 10:37:46 +0000 2024,276,Pengusaha Tolak Karyawan Swasta Ikut Bayar Iuran Tapera https://t.co/Rf3FQbfsbf,1.8e+18,,,in,"DKI Jakarta, Indonesia",0,2,77,https://x.com/Mdy_Asmara1701/status/1795404087468736868,1.33e+18,Mdy_Asmara1701
1.8e+18,Tue May 28 22:20:34 +0000 2024,60,Dana Tapera Mayoritas Ada di Surat Utang Negara (SUN) Cek Return-nya! https://t.co/90sNq4mz6w,1.8e+18,,,in,"Jakarta, Indonesia",28,33,50,https://x.com/Bisniscom/status/1795580955073351910,118646322.0,Bisniscom
1.8e+18,Thu May 30 12:30:00 +0000 2024,8,Tabungan Perumahan Rakyat (Tapera) tengah menjadi perbincangan dan menuai berbagai reaksi dari para pekerja. Perencana keuangan pun beri pandangan terkait kebijakan Tapera ini. #Tapera #detikcom https://t.co/EoCagTebjA,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1796106165891555328/pu/img/6zD6c2lckBi6o7uS.jpg,,in,,0,1,6,https://x.com/detikcom/status/1796157110570418393,69183155.0,detikcom
1.8e+18,Fri May 31 12:10:12 +0000 2024,21,[FULL] Moeldoko soal Tapera: Bukan Potong Gaji Tapi Tabungan https://t.co/amLESYw0DK,1.8e+18,,,in,Indonesia,26,148,8,https://x.com/KompasTV/status/1796514512738349409,71436318.0,KompasTV
1.8e+18,Fri May 31 23:13:34 +0000 2024,66,Tapera Jangan seperti Asabri (III): Ketika Gaji Prajurit Dipotong 8 Persen https://t.co/1RPZENaABn,1.8e+18,,,in,Indonesia,2,14,19,https://x.com/KompasTV/status/1796681456552743011,71436318.0,KompasTV
1.8e+18,Sun Jun 02 08:47:36 +0000 2024,311,Ribuan Buruh Bakal Demo di Istana Tolak Kebijakan Iuran Tapera https://t.co/GOPh5im1cP,1.8e+18,,,in,,10,42,70,https://x.com/CNNIndonesia/status/1797188303483224514,17128975.0,CNNIndonesia
1.8e+18,Tue May 28 11:33:39 +0000 2024,2278,Potongan Pph21 lumayan PPN rencana naik jd 12% potongan Tapera 2 5% UKT mahal sekarang BBMnya mau ada kemungkinan naik juga. Rakyat digempur dan diperas keringatnya dari segala arah tapi nuntut perbaikan layanan publik aja masih digaslight akun-akun bodong penyepong rezim.,1.8e+18,,,in,,38,34,1700,https://x.com/WidasSatyo/status/1795418154631578073,472857347.0,WidasSatyo
1.8e+18,Fri May 31 10:43:13 +0000 2024,221,WNA yang bekerja di Indonesia wajib menjadi peserta Tapera. #bisnisupdate #update #bisnis #text https://t.co/yMuKTERPUQ,1.8e+18,,,in,,519,176,94,https://x.com/kumparan/status/1796492626126062033,7.6e+17,kumparan
1.8e+18,Wed May 29 00:03:36 +0000 2024,73,Gimmick Tapera boleh lah.. 3 5 M joo! Tapi jika: 1. Kerja 30 tahun 2. Inflasi rendah 3. Dikelola bener gak dikorupsi https://t.co/DI5Nr1sLdk https://t.co/ewbzTbefMA,1.8e+18,https://pbs.twimg.com/media/GOtG8BuakAA21WE.jpg,,in,"Bali, Indonesia",5,65,19,https://x.com/T0M5helby/status/1795606883686125903,1.43e+18,T0M5helby
1.8e+18,Mon May 27 12:33:15 +0000 2024,946,Setelah Terkumpul Nanti Di KORUPSI Seperti Asabri Dan Jiwasraya Jokowi soal Gaji Karyawan Swasta Dipotong 3% untuk Tapera: Semua Sudah Dihitung Presiden Jokowi menekan aturan baru mengenai gaji pekerja di Indonesia termasuk karyawan swasta yang bakal kena potongan tambahan https://t.co/yDlbaEoxR7,1.8e+18,https://pbs.twimg.com/media/GOlfWDTb0AEu-4V.jpg,,in,"Jawa Tengah, Indonesia",53,500,371,https://x.com/Aryprasetyo85/status/1795070765144162426,435004096.0,Aryprasetyo85
1.8e+18,Sat Jun 01 08:23:58 +0000 2024,74,Yang mudah mudah saja Gaji rata2 4.000.000 3% = 120.000 Pilih mana? 120.000 dapat rumah atau 120.000 buat kopi 4 hari? Cuma 120.000 per bulan sudah bisa dapat rumah Beli rumah seharga skincare untung ada Tapera Model2 gitu aja,1.8e+18,,,in,"Cilandak, Indonesia",2,7,25,https://x.com/txtdrdigital/status/1796819969956786539,1.54e+18,txtdrdigital
1.8e+18,Sat Jun 01 12:48:00 +0000 2024,474,Dulu Esemka Kini Tapera Kebijakan Maling Jokowi https://t.co/MpIOl3RBwb lewat @Keuangan News,1.8e+18,,,in,,4,3,153,https://x.com/keuangannews_id/status/1796886413033816126,1.23e+18,keuangannews_id
1.8e+18,Thu May 30 23:31:27 +0000 2024,11,Sejumlah menteri jadi Komite BP Tapera yang gaji per bulananya mencapai Rp 43.344.000. Ada Basuki Hadimuljono Ida Fauziyah dan Sri Mulyani. | #Tapera #SriMulyani #BasukiHadimuljono #IdaFauziyah https://t.co/i5WWFQm8To,1.8e+18,https://pbs.twimg.com/media/GO3SRiUaMAA669L.jpg,,in,Jakarta,7,9,6,https://x.com/kompascom/status/1796323568479072353,23343960.0,kompascom
1.8e+18,Tue May 28 15:55:47 +0000 2024,698,Tupperware jauh lebih bermanfaat daripada Tapera. Jok mobil jauh lebih berguna daripada jok yang lain. ️ . . Memang ruwet kalau sebuah negara dipimpin oleh Presiden yang intelektualitasnya rendah dan bermental makelar . . . #Cenasuwok https://t.co/tICRC34VUJ,1.8e+18,https://pbs.twimg.com/media/GOrXSZobcAESY9U.jpg,,in,Wherever you're not lookin',16,104,191,https://x.com/__AnakKolong/status/1795484120820453449,1.16e+18,__AnakKolong
1.8e+18,Sat Jun 01 09:20:37 +0000 2024,190,Partai Buruh Bakal Demo Desak Pemerintah dan DPR Cabut PP Tapera https://t.co/rYP1zfqF6U #TempoBisnis,1.8e+18,,,in,Indonesia,16,56,64,https://x.com/tempodotco/status/1796834226370994413,18129942.0,tempodotco
1.8e+18,Thu May 30 12:17:00 +0000 2024,1571,Betul.... Ada MK untuk Memajukan Kakak MA untuk Memajukan Adik Buat Rakyat? TAPERA. Cerdas pak @jokowi,1.8e+18,,,in,,11,57,590,https://x.com/LexWu_13/status/1796153837922742366,1.4e+18,LexWu_13
1.8e+18,Sat Jun 01 01:51:49 +0000 2024,85,Deretan Sanksi Jika Peserta Tapera Tak Bayar Iuran Katanya ini seperti tabungan nggak wajib tapi kenapa ada sanksinya??? https://t.co/vDSnN7QlDL,1.8e+18,,,in,"DKI Jakarta, Indonesia",4,19,34,https://x.com/Mdy_Asmara1701/status/1796721280466682243,1.33e+18,Mdy_Asmara1701
1.8e+18,Tue May 28 13:35:16 +0000 2024,487,Setuju. Tapi bagi anak abah Anies Baswedan Tapera itu perlu didukung karena bisa jadi alasan buat mereka utk menyalahkan yg tidak dukung Anies. Mereka sama sekali tidak peduli pada rakyat cuma peduli pada sakit hati kalah pilpres.,1.8e+18,,,in,Indonesia,168,807,76,https://x.com/PartaiSocmed/status/1795448760329208200,869327120.0,PartaiSocmed
1.8e+18,Wed May 29 08:43:52 +0000 2024,38,Presiden Jokowi menerbitkan aturan baru terkait iuran untuk Tabungan Perumahan Rakyat (Tapera). Setiap pekerja termasuk pegawai negeri sipil (PNS) karyawan swasta dan pekerja mandiri (freelancer) akan wajib menjadi peserta Tapera. #tempodotco #tempo #iuran #gaji #Tapera https://t.co/os4nZVvufn,1.8e+18,https://pbs.twimg.com/media/GOu9qenb0AEwMxh.jpg,,in,Indonesia,20,38,26,https://x.com/tempodotco/status/1795737813293621452,18129942.0,tempodotco
1.8e+18,Tue May 28 10:06:00 +0000 2024,879,Apindo menyatakan menolak program Tapera. Ini alasannya: https://t.co/1fNl6nsOql,1.8e+18,,,in,,42,88,295,https://x.com/detikcom/status/1795396093729243623,69183155.0,detikcom
1.8e+18,Tue May 28 03:00:02 +0000 2024,10,Presiden Joko Widodo buka suara soal iuran dana Tabungan Perumahan Rakyat (Tapera) yang akan diwajibkan bagi semua pekerja baik PNS maupun swasta. #detikcom https://t.co/L0f82h0dYl,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1795264053293744128/pu/img/0qy2RkX7Zottc68E.jpg,,in,,1,1,4,https://x.com/detikcom/status/1795288898576236741,69183155.0,detikcom
1.8e+18,Tue May 28 07:33:35 +0000 2024,2689,Pengusaha Tolak Karyawan Swasta Ikut Bayar Iuran Tapera https://t.co/GOyKqBhAli,1.8e+18,,,in,"Jakarta, Indonesia",170,147,867,https://x.com/Bisniscom/status/1795357739704807928,118646322.0,Bisniscom
1.8e+18,Sun Jun 02 16:15:49 +0000 2024,13,Peserta Tapera yang Sudah Punya Rumah Dijuluki Penabung Mulia https://t.co/cCkPSRKzwx,1.8e+18,,,in,,1,9,9,https://x.com/OposisiCerdas/status/1797301099961188473,8.88e+17,OposisiCerdas
1.8e+18,Sun Jun 02 12:58:38 +0000 2024,163,Bilang aja minjem duit sama rakyat gak usah berbelit belit pake Tapera segala. Napa... gak punya duit lo ??!! . . . . . . Samaaaa !! ,1.8e+18,,,in,,0,18,21,https://x.com/vaniepink/status/1797251477267947706,1.02e+18,vaniepink
1.8e+18,Fri May 31 10:55:05 +0000 2024,125,Bos BP Juluki Peserta Tapera yang Sudah Punya Rumah Penabung Mulia https://t.co/YS3UirakQf,1.8e+18,,,in,,92,220,38,https://x.com/CNNIndonesia/status/1796495609568104815,17128975.0,CNNIndonesia
1.8e+18,Tue May 28 23:04:37 +0000 2024,1218,Menteri PUPR: Iuran Tapera itu Tabungan Bukan Uang Hilang https://t.co/KuvTshWkJK #TempoVideo,1.8e+18,,,in,Indonesia,826,2894,215,https://x.com/tempodotco/status/1795592039041843453,18129942.0,tempodotco
1.8e+18,Sat Jun 01 09:22:19 +0000 2024,165,Pertanyaan bagus. Setelah usia 58 atau mampus baru dikembalikan. Itupun nilainya tidak seberapa karena faktor inflasi dinafikan. Keuntungan terbesar akan dinikmati oleh management investasinya dan pengurus BP Tapera. Caranya dengan markup biaya operasional dan jasa.,1.8e+18,,,in,Indonesia,2,17,78,https://x.com/PartaiSocmed/status/1796834650893197437,869327120.0,PartaiSocmed
1.8e+18,Mon May 27 11:37:06 +0000 2024,3181,Modus nya TAPERA Padahal Butuh duit untuk IKN.......,1.8e+18,,,in,"Klaten, Jawa Tengah",19,30,1342,https://x.com/Catatan_ali7/status/1795056634684752310,1.13e+18,Catatan_ali7
1.8e+18,Wed May 29 05:59:35 +0000 2024,156,Siap Aksi Besar Serikat Buruh: Tidak Tepat Program Tapera Dengan Memotong Upah Buruh https://t.co/xZRUlYVMHq,1.8e+18,,,in,Indonesia,5,90,50,https://x.com/geloraco/status/1795696468428505509,3319260420.0,geloraco
1.8e+18,Thu May 30 12:03:21 +0000 2024,46,Sebut Potongan Gaji Buat Tapera di Luar Nurul Yenny Wahid: Nggak Habis Fikri!: Putri mantan Presiden ke-4 Abdurrahman Wahid alias Gus Dur Yenny Wahid angkat bicara dan kritik keras soal potongan gaji buruh buat Tapera sebesar 3 persen https://t.co/tmD3nK8fRm https://t.co/yAaIvQC04X,1.8e+18,https://pbs.twimg.com/media/GO01RdSa4AEEQxs.jpg,,in,"Pulo Gadung, Indonesia",2,13,17,https://x.com/tvOneNews/status/1796150401840099755,55507370.0,tvOneNews
1.8e+18,Sat Jun 01 12:16:21 +0000 2024,65,Apindo: Pekerja Swasta Punya BPJS Ngapain Ada Tapera? https://t.co/Wl2KnrbdtO,1.8e+18,,,in,Indonesia,4,6,31,https://x.com/rmol_id/status/1796878451489865804,990237626.0,rmol_id
1.8e+18,Thu May 30 05:29:18 +0000 2024,2997,Tentu kita paham potongan tabungan yg 3% utk Tapera itu ada bunganya tapi akomulasi bunga itu sepertinya takkan punya arti signifikan bg keseluruhannya utk membeli sebuah rumah kelak. Terlebih bg mereka yg hrs berhenti kerja tak sampai 30 thn msl krn pensiun atau sebab lain.,1.8e+18,,mohmahfudmd,in,Jakarta,17,121,430,https://x.com/mohmahfudmd/status/1796051235004371317,282006208.0,mohmahfudmd
1.8e+18,Thu May 30 05:04:31 +0000 2024,63,RUU Tapera Buka Akses Rumah bagi Masyarakat Penghasilan Rendah Ini sudah digaungkan sejak 2013 Oleh https://t.co/1Qp5kfWgiv,1.8e+18,https://pbs.twimg.com/media/GOzVaLsbQAAwIIR.jpg,,in,"Kebumen, Indonesia",8,72,30,https://x.com/bengkeldodo/status/1796045000205119623,576755999.0,bengkeldodo
1.8e+18,Thu May 30 05:35:07 +0000 2024,65,Ada Kasus Taspen-Asabri BP Tapera Klaim Dana Pekerja Aman karena Sudah Diawasi OJK BPK dan KPK https://t.co/DEwNNIMop4,1.8e+18,,,in,Indonesia,32,186,20,https://x.com/KompasTV/status/1796052700913942962,71436318.0,KompasTV
1.8e+18,Tue May 28 05:29:34 +0000 2024,163,Beda banget CPF Singapore dgn Tapera. Di Singapore itu satu iuran untuk kesehatan maupun dana pensiun serta tidak dikorupsi sedangkan di Indonesia ada BPJS Kesehatan BPJS Tenaga Kerja sekarang Tapera besok entah apalagi.,1.8e+18,,,in,Indonesia,4,37,52,https://x.com/PartaiSocmed/status/1795326527892283637,869327120.0,PartaiSocmed
1.8e+18,Sat Jun 01 01:04:37 +0000 2024,6,https://t.co/sMneBewlA8,1.8e+18,,,zxx,Jakarta,4,49,0,https://x.com/kompascom/status/1796709403254726879,23343960.0,kompascom
1.8e+18,Thu May 30 12:55:09 +0000 2024,83,Jauh² hari Tapera sudah di Gaungkan PDIP 2013 Tp kaum 16% sibuk menyalahkan Jokowi PANTEKLAH KAU https://t.co/ZZdZOZsz17,1.8e+18,https://pbs.twimg.com/media/GO1BIF3bUAA3Yqm.jpg,,in,,15,44,40,https://x.com/momon_garuk44/status/1796163436558320058,1.62e+18,momon_garuk44
